,NOME_PRODUTO,NM_CLIENTE,forecast_1,forecast_2,forecast_3
721,"Road-650 Red, 52",Seventh Bike Store,1.3,1.5,1.6
722,"Road-650 Red, 52",Bike Dealers Association,3.0,3.0,3.0
723,"Road-650 Red, 52",Larger Cycle Shop,2.5,2.8,3.0
724,"Road-650 Red, 52",New and Used Bicycles,2.7,2.5,2.3
725,"Road-650 Red, 52",Excellent Riding Supplies,5.8,5.6,5.4
726,"Road-650 Red, 52",Advanced Bike Components,3.2,2.6,2.4
727,"Road-650 Red, 52",Fitness Toy Store,2.3,2.5,2.6
728,"Road-650 Red, 52",Totes & Baskets Company,3.9,4.3,4.4
729,"Road-650 Red, 52",Thorough Parts and Repair Services,3.7,3.5,3.3
730,"Road-650 Red, 52",Good Bike Shop,1.9,1.9,1.9
731,"Road-650 Red, 60",Affordable Sports Equipment,2.0,2.0,1.9
732,"Road-650 Red, 60",Discount Tours,2.9,2.9,2.9
733,"Road-650 Red, 60",Farthermost Bike Shop,3.2,3.4,3.4
734,"Road-650 Red, 60",Highway Bike Shop,1.5,1.8,1.9
735,"Road-650 Red, 60",Metropolitan Manufacturing,1.2,1.3,1.3
736,"Road-650 Red, 60",Preferred Bikes,5.9,5.8,5.8
737,"Road-650 Red, 60",Separate Parts Corporation,2.9,2.8,2.7
738,"Road-650 Red, 60",Corner Bicycle Supply,6.7,6.4,6.2
739,"Road-650 Red, 60",Gasless Cycle Shop,1.3,1.5,1.5
740,"Road-650 Red, 60",General Bike Corporation,1.1,1.1,1.2
741,"Road-650 Red, 60","Health Spa, Limited",5.2,5.3,5.5
742,"Road-650 Red, 60",Metal Processing Company,2.6,2.4,2.3
743,"Road-650 Red, 60",Primary Bike Distributors,5.9,5.9,5.8
744,"Road-650 Red, 60",Retail Mall,6.8,7.2,7.5
745,"Road-650 Red, 60",Rewarding Activities Company,3.1,3.2,3.3
746,"Road-650 Red, 60",Sundry Sporting Goods,2.6,2.2,2.1
747,"Road-650 Red, 60",Tenth Bike Store,2.2,2.4,2.5
748,"Road-650 Red, 60",Fun Times Club,1.4,1.6,1.6
749,"Road-650 Red, 60",Lease-a-Bike Shop,2.4,2.8,3.0
750,"Road-650 Red, 60",Painters Bicycle Specialists,1.8,2.3,2.5
751,"Road-650 Red, 60",Sunny Place Bikes,2.8,2.6,2.5
752,"Road-650 Red, 60",Field Trip Inc,1.2,1.3,1.4
753,"Road-650 Red, 60",Friendly Bike Shop,12.5,11.4,10.6
754,"Road-650 Red, 60",Small Cycle Store,2.6,2.4,2.3
755,"Road-650 Red, 60",Riders Company,2.2,2.4,2.5
756,"Road-650 Red, 60",First Bike Store,6.4,6.0,5.6
757,"Road-650 Red, 60",Remarkable Bike Store,1.5,1.8,1.9
758,"Road-650 Red, 60",Retail Sales and Service,2.5,2.1,1.9
759,"Road-650 Red, 60",Seventh Bike Store,1.1,1.2,1.3
760,"Road-650 Red, 60",Bike Dealers Association,5.8,5.7,5.7
761,"Road-650 Red, 60",Larger Cycle Shop,8.5,7.2,6.8
762,"Road-650 Red, 60",Excellent Riding Supplies,3.2,3.3,3.4
763,"Road-650 Red, 60",Advanced Bike Components,3.0,3.1,3.1
764,"Road-650 Red, 60",Fitness Toy Store,4.0,4.8,5.3
765,"Road-650 Red, 60",Totes & Baskets Company,2.5,2.9,3.1
766,"Road-650 Red, 60",Sure & Reliable Sporting Goods,1.6,1.8,1.9
767,"Road-650 Red, 60",Thorough Parts and Repair Services,4.2,4.3,4.4
768,"Road-650 Red, 60",Good Bike Shop,1.2,1.4,1.5
769,"Sport-100 Helmet, Black",Real Sporting Goods,3.6,4.6,5.2
770,"Sport-100 Helmet, Black",Area Bike Accessories,6.6,5.7,5.0
771,"Sport-100 Helmet, Black",Eastside Department Store,11.0,11.0,11.0
772,"Sport-100 Helmet, Black",Farthermost Bike Shop,8.5,8.1,7.7
773,"Sport-100 Helmet, Black",Many Bikes Store,4.2,4.3,4.4
774,"Sport-100 Helmet, Black",Preferred Bikes,5.1,5.1,5.1
775,"Sport-100 Helmet, Black",Resale Services,3.2,3.4,3.5
776,"Sport-100 Helmet, Black",Separate Parts Corporation,3.8,3.6,3.4
777,"Sport-100 Helmet, Black",Bikes and Motorbikes,11.0,8.9,8.1
778,"Sport-100 Helmet, Black",Citywide Service and Repair,7.5,7.1,6.9
779,"Sport-100 Helmet, Black",Corner Bicycle Supply,6.6,6.3,6.2
780,"Sport-100 Helmet, Black",General Supplies,5.8,5.0,4.5
781,"Sport-100 Helmet, Black",Original Bicycle Supply Company,5.2,4.7,4.4
782,"Sport-100 Helmet, Black",Rapid Bikes,7.3,6.7,6.4
783,"Sport-100 Helmet, Black",Retail Mall,2.4,2.7,2.9
784,"Sport-100 Helmet, Black",Rewarding Activities Company,10.1,8.8,8.2
785,"Sport-100 Helmet, Black",Sundry Sporting Goods,5.5,4.8,4.5
786,"Sport-100 Helmet, Black",Tenth Bike Store,2.8,2.7,2.6
787,"Sport-100 Helmet, Black",Top Sports Supply,12.4,11.4,10.8
788,"Sport-100 Helmet, Black",Twelfth Bike Store,1.6,2.0,2.3
789,"Sport-100 Helmet, Black",Vigorous Exercise Company,6.3,6.5,6.7
790,"Sport-100 Helmet, Black",Field Trip Store,3.3,3.5,3.6
791,"Sport-100 Helmet, Black",Futuristic Sport Distributors,11.2,9.9,9.1
792,"Sport-100 Helmet, Black",Initial Bike Company,3.1,3.2,3.2
793,"Sport-100 Helmet, Black",Reasonable Bicycle Sales,2.9,3.5,3.8
794,"Sport-100 Helmet, Black",Juvenile Sports Equipment,2.1,2.1,2.2
795,"Sport-100 Helmet, Black",Rally Day Mall,3.0,3.7,4.2
796,"Sport-100 Helmet, Black",Valuable Bike Parts Company,3.9,3.9,3.9
797,"Sport-100 Helmet, Black",Metropolitan Equipment,4.5,4.9,5.2
798,"Sport-100 Helmet, Black",Registered Cycle Store,7.9,7.9,7.8
799,"Sport-100 Helmet, Black",Spare Parts Co.,3.0,3.6,3.9
800,"Sport-100 Helmet, Black",Steel Inc.,8.3,8.5,8.6
801,"Sport-100 Helmet, Black",Better Bike Shop,7.4,6.3,5.5
802,"Sport-100 Helmet, Black",Wheelsets Storehouse,6.6,6.3,6.1
803,"Sport-100 Helmet, Black",Exhilarating Cycles,5.2,5.8,6.1
804,"Sport-100 Helmet, Black","Fabrikam Inc., West",4.9,4.8,4.7
805,"Sport-100 Helmet, Black",eCommerce Bikes,10.7,10.5,10.2
806,"Sport-100 Helmet, Black",First Bike Store,2.8,2.6,2.5
807,"Sport-100 Helmet, Black",World of Bikes,3.2,3.4,3.5
808,"Sport-100 Helmet, Black",Retail Sales and Service,2.5,2.8,3.0
809,"Sport-100 Helmet, Black",Seventh Bike Store,2.8,2.7,2.6
810,"Sport-100 Helmet, Black",Bike Dealers Association,4.3,4.6,4.8
811,"Sport-100 Helmet, Black",Fashionable Department Stores,8.2,6.8,6.2
812,"Sport-100 Helmet, Black",Larger Cycle Shop,13.0,10.5,9.0
813,"Sport-100 Helmet, Black",Advanced Bike Components,7.4,7.0,6.6
814,"Sport-100 Helmet, Black",Paint Supply,2.6,3.0,3.2
815,"Sport-100 Helmet, Black",Sheet Metal Manufacturing,3.7,3.5,3.4
816,"Sport-100 Helmet, Black",The Gear Store,4.3,3.8,3.5
817,"Sport-100 Helmet, Black",Totes & Baskets Company,3.9,3.8,3.7
818,"Sport-100 Helmet, Black",Commerce Bicycle Specialists,3.7,4.1,4.3
819,"Sport-100 Helmet, Black",Prosperous Tours,10.6,10.3,10.0
820,"Sport-100 Helmet, Black",Uttermost Bike Shop,5.0,4.5,4.2
821,"Sport-100 Helmet, Black",Sales and Supply Company,9.5,8.7,8.2
822,"Sport-100 Helmet, Black",Latest Sports Equipment,4.9,4.7,4.6
823,"Sport-100 Helmet, Blue",Real Sporting Goods,7.9,7.8,7.7
824,"Sport-100 Helmet, Blue",Area Bike Accessories,3.0,2.9,2.9
825,"Sport-100 Helmet, Blue",Eastside Department Store,12.3,11.0,10.3
826,"Sport-100 Helmet, Blue",Farthermost Bike Shop,1.5,1.8,2.1
827,"Sport-100 Helmet, Blue",Many Bikes Store,6.7,6.5,6.4
828,"Sport-100 Helmet, Blue",Preferred Bikes,11.3,9.5,8.3
829,"Sport-100 Helmet, Blue",Resale Services,2.3,2.6,2.8
830,"Sport-100 Helmet, Blue",Separate Parts Corporation,2.9,2.9,2.9
831,"Sport-100 Helmet, Blue",Bikes and Motorbikes,10.0,9.4,9.1
832,"Sport-100 Helmet, Blue",Citywide Service and Repair,7.1,7.9,8.3
833,"Sport-100 Helmet, Blue",Corner Bicycle Supply,6.6,6.3,6.1
834,"Sport-100 Helmet, Blue",General Supplies,3.2,3.4,3.4
835,"Sport-100 Helmet, Blue",Original Bicycle Supply Company,9.5,7.1,6.0
836,"Sport-100 Helmet, Blue",Rapid Bikes,7.8,6.6,5.9
837,"Sport-100 Helmet, Blue",Retail Mall,7.6,6.7,6.1
838,"Sport-100 Helmet, Blue",Rewarding Activities Company,7.5,7.2,7.0
839,"Sport-100 Helmet, Blue",Tenth Bike Store,2.9,2.8,2.7
840,"Sport-100 Helmet, Blue",Top Sports Supply,5.2,5.8,6.1
841,"Sport-100 Helmet, Blue",Twelfth Bike Store,4.0,3.4,3.0
842,"Sport-100 Helmet, Blue",Vigorous Exercise Company,9.8,8.4,7.5
843,"Sport-100 Helmet, Blue",Field Trip Store,7.8,7.6,7.4
844,"Sport-100 Helmet, Blue",Futuristic Sport Distributors,9.4,8.5,8.0
845,"Sport-100 Helmet, Blue",Reasonable Bicycle Sales,5.1,4.1,3.6
846,"Sport-100 Helmet, Blue",Juvenile Sports Equipment,2.6,2.9,3.2
847,"Sport-100 Helmet, Blue",Rally Day Mall,8.7,7.0,6.2
848,"Sport-100 Helmet, Blue",Valuable Bike Parts Company,3.3,3.4,3.5
849,"Sport-100 Helmet, Blue",Metropolitan Equipment,7.6,7.3,7.1
850,"Sport-100 Helmet, Blue",Registered Cycle Store,11.5,10.4,9.7
851,"Sport-100 Helmet, Blue",Steel Inc.,7.9,6.7,6.2
852,"Sport-100 Helmet, Blue",Better Bike Shop,6.8,5.2,4.4
853,"Sport-100 Helmet, Blue",Wheelsets Storehouse,12.3,10.0,8.9
854,"Sport-100 Helmet, Blue",Exhilarating Cycles,10.7,10.5,10.4
855,"Sport-100 Helmet, Blue","Fabrikam Inc., West",4.0,4.0,3.9
856,"Sport-100 Helmet, Blue",Riders Company,3.1,3.2,3.2
857,"Sport-100 Helmet, Blue",eCommerce Bikes,4.1,4.1,4.1
858,"Sport-100 Helmet, Blue",World of Bikes,3.8,3.7,3.7
859,"Sport-100 Helmet, Blue",Retail Sales and Service,3.1,3.2,3.3
860,"Sport-100 Helmet, Blue",Seventh Bike Store,3.5,3.2,3.0
861,"Sport-100 Helmet, Blue",Bike Dealers Association,2.4,2.7,3.0
862,"Sport-100 Helmet, Blue",Fashionable Department Stores,3.8,4.9,5.5
863,"Sport-100 Helmet, Blue",Larger Cycle Shop,4.5,4.8,5.1
864,"Sport-100 Helmet, Blue",Advanced Bike Components,11.0,9.6,8.6
865,"Sport-100 Helmet, Blue",Paint Supply,2.5,2.9,3.2
866,"Sport-100 Helmet, Blue",Sheet Metal Manufacturing,4.0,4.1,4.1
867,"Sport-100 Helmet, Blue",The Gear Store,4.7,4.4,4.2
868,"Sport-100 Helmet, Blue",Totes & Baskets Company,4.8,5.3,5.6
869,"Sport-100 Helmet, Blue",Bulk Discount Store,3.3,3.4,3.5
870,"Sport-100 Helmet, Blue",Commerce Bicycle Specialists,6.6,5.8,5.3
871,"Sport-100 Helmet, Blue",Prosperous Tours,9.4,8.3,7.7
872,"Sport-100 Helmet, Blue",Uttermost Bike Shop,3.7,3.5,3.4
873,"Sport-100 Helmet, Blue",Sales and Supply Company,10.6,9.2,8.3
874,"Sport-100 Helmet, Blue",Latest Sports Equipment,2.5,2.9,3.2
875,"Sport-100 Helmet, Blue",Thorough Parts and Repair Services,5.8,5.6,5.4
876,"Sport-100 Helmet, Blue",Good Bike Shop,3.0,3.0,3.0
877,"Sport-100 Helmet, Blue",Great Bikes ,3.0,2.9,2.9
878,"Road-650 Red, 62",Affordable Sports Equipment,3.9,3.8,3.7
879,"Road-650 Red, 62",Farthermost Bike Shop,4.1,3.6,3.4
880,"Road-650 Red, 62",Highway Bike Shop,1.7,2.1,2.4
881,"Road-650 Red, 62",Preferred Bikes,2.0,2.8,3.4
882,"Road-650 Red, 62",Separate Parts Corporation,2.9,2.8,2.7
883,"Road-650 Red, 62",Corner Bicycle Supply,4.8,4.7,4.6
884,"Road-650 Red, 62",General Bike Corporation,1.1,1.1,1.1
885,"Road-650 Red, 62","Health Spa, Limited",6.0,6.0,6.0
886,"Road-650 Red, 62",Primary Bike Distributors,2.3,2.1,2.0
887,"Road-650 Red, 62",Retail Mall,4.2,4.4,4.6
888,"Road-650 Red, 62",Rewarding Activities Company,3.5,3.8,4.0
889,"Road-650 Red, 62",Tenth Bike Store,3.2,3.3,3.3
890,"Road-650 Red, 62",Fun Times Club,2.9,2.7,2.6
891,"Road-650 Red, 62",Lease-a-Bike Shop,4.0,4.1,4.1
892,"Road-650 Red, 62",Painters Bicycle Specialists,3.0,3.0,3.0
893,"Road-650 Red, 62",Wholesale Bikes,2.1,2.1,2.1
894,"Road-650 Red, 62",Friendly Bike Shop,10.9,10.1,9.6
895,"Road-650 Red, 62",Riders Company,2.0,2.0,2.0
896,"Road-650 Red, 62",First Bike Store,5.3,4.8,4.4
897,"Road-650 Red, 62",Remarkable Bike Store,2.2,2.3,2.3
898,"Road-650 Red, 62",Retail Sales and Service,3.0,2.7,2.6
899,"Road-650 Red, 62",Seventh Bike Store,1.4,1.5,1.6
900,"Road-650 Red, 62",Bike Dealers Association,3.1,3.7,3.9
901,"Road-650 Red, 62",Famous Bike Sales and Service,1.1,1.1,1.1
902,"Road-650 Red, 62",Larger Cycle Shop,8.9,7.8,7.2
903,"Road-650 Red, 62",New and Used Bicycles,2.6,2.2,2.1
904,"Road-650 Red, 62",Excellent Riding Supplies,1.7,2.1,2.4
905,"Road-650 Red, 62",Advanced Bike Components,2.8,2.7,2.6
906,"Road-650 Red, 62",Fitness Toy Store,4.8,4.7,4.7
907,"Road-650 Red, 62",Totes & Baskets Company,1.9,2.6,3.0
908,"Road-650 Red, 62",Sure & Reliable Sporting Goods,3.9,3.7,3.6
909,"Road-650 Red, 62",Thorough Parts and Repair Services,2.1,2.7,3.1
910,"Road-650 Red, 62",Good Bike Shop,1.2,1.3,1.4
911,AWC Logo Cap,Real Sporting Goods,13.8,12.4,11.4
912,AWC Logo Cap,Area Bike Accessories,4.9,4.7,4.6
913,AWC Logo Cap,Discount Tours,2.9,2.8,2.7
914,AWC Logo Cap,Eastside Department Store,11.2,11.3,11.3
915,AWC Logo Cap,Farthermost Bike Shop,2.5,2.8,3.0
916,AWC Logo Cap,Highway Bike Shop,3.7,3.4,3.2
917,AWC Logo Cap,Many Bikes Store,3.2,3.4,3.5
918,AWC Logo Cap,Mechanical Products Ltd.,2.1,2.8,3.2
919,AWC Logo Cap,Preferred Bikes,3.5,4.5,5.2
920,AWC Logo Cap,Resale Services,6.2,5.6,5.2
921,AWC Logo Cap,Separate Parts Corporation,2.8,3.3,3.6
922,AWC Logo Cap,Bikes and Motorbikes,14.0,12.6,11.6
923,AWC Logo Cap,Citywide Service and Repair,10.8,9.9,9.3
924,AWC Logo Cap,Corner Bicycle Supply,6.4,6.1,6.0
925,AWC Logo Cap,Finer Riding Supplies,5.6,5.3,5.1
926,AWC Logo Cap,Gasless Cycle Shop,2.0,2.1,2.1
927,AWC Logo Cap,General Bike Corporation,2.9,2.8,2.7
928,AWC Logo Cap,General Industries,5.3,4.9,4.6
929,AWC Logo Cap,General Supplies,8.0,7.2,6.7
930,AWC Logo Cap,Metal Processing Company,2.4,2.7,2.9
931,AWC Logo Cap,Original Bicycle Supply Company,7.3,6.9,6.6
932,AWC Logo Cap,Rapid Bikes,9.6,8.3,7.7
933,AWC Logo Cap,Retail Mall,8.3,7.2,6.5
934,AWC Logo Cap,Rewarding Activities Company,12.3,11.2,10.5
935,AWC Logo Cap,Sundry Sporting Goods,7.6,7.3,7.0
936,AWC Logo Cap,Tenth Bike Store,4.6,4.3,4.2
937,AWC Logo Cap,Top Sports Supply,12.2,11.2,10.5
938,AWC Logo Cap,Twelfth Bike Store,6.8,6.6,6.4
939,AWC Logo Cap,Urban Sports Emporium,1.5,1.8,2.1
940,AWC Logo Cap,Vigorous Exercise Company,3.9,5.3,6.3
941,AWC Logo Cap,Field Trip Store,5.0,5.0,5.1
942,AWC Logo Cap,Futuristic Sport Distributors,8.3,8.5,8.6
943,AWC Logo Cap,Initial Bike Company,4.2,4.3,4.4
944,AWC Logo Cap,Reasonable Bicycle Sales,5.7,5.5,5.3
945,AWC Logo Cap,Painters Bicycle Specialists,3.9,3.8,3.7
946,AWC Logo Cap,Juvenile Sports Equipment,4.6,4.2,4.0
947,AWC Logo Cap,Rally Day Mall,3.1,3.9,4.6
948,AWC Logo Cap,Valuable Bike Parts Company,4.1,4.2,4.3
949,AWC Logo Cap,Metropolitan Equipment,7.5,8.4,8.9
950,AWC Logo Cap,Registered Cycle Store,10.2,9.1,8.4
951,AWC Logo Cap,Spare Parts Co.,2.3,2.6,2.7
952,AWC Logo Cap,Steel Inc.,6.9,7.5,7.9
953,AWC Logo Cap,Better Bike Shop,3.2,3.4,3.5
954,AWC Logo Cap,Gift and Toy Store,1.4,1.6,1.9
955,AWC Logo Cap,Orange Bicycle Company,2.8,3.7,4.1
956,AWC Logo Cap,Wheelsets Storehouse,5.1,5.8,6.3
957,AWC Logo Cap,Exhilarating Cycles,10.2,9.1,8.5
958,AWC Logo Cap,"Fabrikam Inc., West",3.9,3.9,3.9
959,AWC Logo Cap,Friendly Bike Shop,10.1,8.7,7.6
960,AWC Logo Cap,Small Cycle Store,1.3,1.6,1.8
961,AWC Logo Cap,eCommerce Bikes,13.7,11.9,10.6
962,AWC Logo Cap,World of Bikes,6.2,6.3,6.4
963,AWC Logo Cap,Brightwork Company,4.4,4.8,5.1
964,AWC Logo Cap,Retail Sales and Service,2.2,2.4,2.5
965,AWC Logo Cap,Seventh Bike Store,3.8,3.7,3.6
966,AWC Logo Cap,Bike Dealers Association,10.3,9.3,8.8
967,AWC Logo Cap,Fashionable Department Stores,8.4,8.7,8.8
968,AWC Logo Cap,Larger Cycle Shop,4.9,4.9,4.9
969,AWC Logo Cap,Mechanical Sports Center,2.2,2.3,2.4
970,AWC Logo Cap,Successful Sales Company,2.7,3.7,4.4
971,AWC Logo Cap,Consolidated Sales,2.9,3.3,3.4
972,AWC Logo Cap,Advanced Bike Components,9.7,8.4,7.7
973,AWC Logo Cap,Grease and Oil Products Company,2.0,2.6,2.9
974,AWC Logo Cap,Paint Supply,4.3,4.5,4.7
975,AWC Logo Cap,Sheet Metal Manufacturing,3.9,3.9,3.8
976,AWC Logo Cap,The Gear Store,3.5,3.9,4.2
977,AWC Logo Cap,Totes & Baskets Company,7.0,6.4,6.0
978,AWC Logo Cap,Bulk Discount Store,1.4,1.7,2.0
979,AWC Logo Cap,Commerce Bicycle Specialists,2.6,3.5,4.0
980,AWC Logo Cap,Prosperous Tours,6.2,6.4,6.5
981,AWC Logo Cap,Uttermost Bike Shop,6.8,6.6,6.5
982,AWC Logo Cap,Sales and Supply Company,7.2,6.7,6.6
983,AWC Logo Cap,Trusted Catalog Store,3.1,3.1,3.2
984,AWC Logo Cap,Latest Sports Equipment,2.9,2.8,2.8
985,AWC Logo Cap,Safe Cycles Shop,4.9,6.5,7.5
986,AWC Logo Cap,Thorough Parts and Repair Services,7.4,6.9,6.5
987,AWC Logo Cap,Good Bike Shop,3.5,3.2,3.0
988,AWC Logo Cap,Great Bikes ,4.6,4.2,4.0
989,"Long-Sleeve Logo Jersey, L",Real Sporting Goods,11.2,10.8,10.6
990,"Long-Sleeve Logo Jersey, L",Area Bike Accessories,4.9,4.8,4.7
991,"Long-Sleeve Logo Jersey, L",Distant Inn,2.7,2.6,2.5
992,"Long-Sleeve Logo Jersey, L",Eastside Department Store,11.9,10.0,9.2
993,"Long-Sleeve Logo Jersey, L",Farthermost Bike Shop,3.9,3.8,3.8
994,"Long-Sleeve Logo Jersey, L",Highway Bike Shop,1.4,1.7,2.0
995,"Long-Sleeve Logo Jersey, L",Many Bikes Store,3.3,3.6,3.7
996,"Long-Sleeve Logo Jersey, L",Mechanical Products Ltd.,2.4,2.6,2.8
997,"Long-Sleeve Logo Jersey, L",Preferred Bikes,4.7,5.0,5.3
998,"Long-Sleeve Logo Jersey, L",Resale Services,3.3,3.6,3.8
999,"Long-Sleeve Logo Jersey, L",Separate Parts Corporation,5.6,5.3,5.0
1000,"Long-Sleeve Logo Jersey, L",Trailblazing Sports,2.6,2.9,3.1
1001,"Long-Sleeve Logo Jersey, L",Bikes and Motorbikes,7.6,8.0,8.2
1002,"Long-Sleeve Logo Jersey, L",Citywide Service and Repair,13.4,11.9,11.0
1003,"Long-Sleeve Logo Jersey, L",Corner Bicycle Supply,5.8,5.7,5.6
1004,"Long-Sleeve Logo Jersey, L",Gasless Cycle Shop,1.3,1.6,1.7
1005,"Long-Sleeve Logo Jersey, L",General Bike Corporation,2.3,2.4,2.5
1006,"Long-Sleeve Logo Jersey, L",General Supplies,7.3,7.5,7.6
1007,"Long-Sleeve Logo Jersey, L",Metal Processing Company,4.7,4.5,4.3
1008,"Long-Sleeve Logo Jersey, L",Original Bicycle Supply Company,7.1,6.6,6.3
1009,"Long-Sleeve Logo Jersey, L",Rapid Bikes,10.1,9.6,9.3
1010,"Long-Sleeve Logo Jersey, L",Retail Mall,8.3,7.3,6.7
1011,"Long-Sleeve Logo Jersey, L",Rewarding Activities Company,6.4,7.4,8.0
1012,"Long-Sleeve Logo Jersey, L",Sundry Sporting Goods,5.3,4.7,4.3
1013,"Long-Sleeve Logo Jersey, L",Tenth Bike Store,5.2,4.8,4.5
1014,"Long-Sleeve Logo Jersey, L",Top Sports Supply,8.2,8.3,8.4
1015,"Long-Sleeve Logo Jersey, L",Twelfth Bike Store,6.2,6.3,6.4
1016,"Long-Sleeve Logo Jersey, L",Vigorous Exercise Company,3.6,4.7,5.4
1017,"Long-Sleeve Logo Jersey, L",Field Trip Store,4.1,4.2,4.2
1018,"Long-Sleeve Logo Jersey, L",Futuristic Sport Distributors,9.6,9.4,9.3
1019,"Long-Sleeve Logo Jersey, L",Initial Bike Company,3.0,3.0,3.0
1020,"Long-Sleeve Logo Jersey, L",Reasonable Bicycle Sales,4.1,3.7,3.5
1021,"Long-Sleeve Logo Jersey, L",Painters Bicycle Specialists,4.5,4.1,3.9
1022,"Long-Sleeve Logo Jersey, L",Juvenile Sports Equipment,2.4,2.6,2.7
1023,"Long-Sleeve Logo Jersey, L",Rally Day Mall,7.8,7.1,6.7
1024,"Long-Sleeve Logo Jersey, L",Valuable Bike Parts Company,6.0,5.4,5.1
1025,"Long-Sleeve Logo Jersey, L",Metropolitan Equipment,13.2,12.7,12.3
1026,"Long-Sleeve Logo Jersey, L",Registered Cycle Store,9.0,8.3,7.9
1027,"Long-Sleeve Logo Jersey, L",Spare Parts Co.,6.6,5.8,5.3
1028,"Long-Sleeve Logo Jersey, L",Steel Inc.,7.1,7.2,7.2
1029,"Long-Sleeve Logo Jersey, L",Better Bike Shop,6.5,5.6,5.1
1030,"Long-Sleeve Logo Jersey, L",Wheelsets Storehouse,7.4,8.4,9.0
1031,"Long-Sleeve Logo Jersey, L",Exhilarating Cycles,10.4,10.8,11.0
1032,"Long-Sleeve Logo Jersey, L","Fabrikam Inc., West",3.5,3.9,4.2
1033,"Long-Sleeve Logo Jersey, L",Small Cycle Store,3.8,3.7,3.5
1034,"Long-Sleeve Logo Jersey, L",eCommerce Bikes,4.3,4.5,4.7
1035,"Long-Sleeve Logo Jersey, L",World of Bikes,5.9,5.8,5.7
1036,"Long-Sleeve Logo Jersey, L",Brightwork Company,5.8,5.0,4.6
1037,"Long-Sleeve Logo Jersey, L",Seventh Bike Store,3.8,3.6,3.5
1038,"Long-Sleeve Logo Jersey, L",Bike Dealers Association,12.4,11.2,10.3
1039,"Long-Sleeve Logo Jersey, L",Fashionable Department Stores,3.3,4.3,5.0
1040,"Long-Sleeve Logo Jersey, L",Larger Cycle Shop,10.3,9.4,9.0
1041,"Long-Sleeve Logo Jersey, L",Successful Sales Company,1.1,1.2,1.3
1042,"Long-Sleeve Logo Jersey, L",Consolidated Sales,3.3,3.5,3.6
1043,"Long-Sleeve Logo Jersey, L",Advanced Bike Components,7.5,7.2,7.0
1044,"Long-Sleeve Logo Jersey, L",Grease and Oil Products Company,1.4,1.8,2.0
1045,"Long-Sleeve Logo Jersey, L",Paint Supply,4.5,4.8,5.0
1046,"Long-Sleeve Logo Jersey, L",Sheet Metal Manufacturing,6.1,6.1,6.2
1047,"Long-Sleeve Logo Jersey, L",The Gear Store,3.2,3.7,4.0
1048,"Long-Sleeve Logo Jersey, L",Totes & Baskets Company,4.2,4.4,4.4
1049,"Long-Sleeve Logo Jersey, L",Bulk Discount Store,3.2,3.4,3.5
1050,"Long-Sleeve Logo Jersey, L",Commerce Bicycle Specialists,3.0,3.1,3.1
1051,"Long-Sleeve Logo Jersey, L",Prosperous Tours,11.4,11.0,10.7
1052,"Long-Sleeve Logo Jersey, L",Uttermost Bike Shop,4.7,4.5,4.4
1053,"Long-Sleeve Logo Jersey, L",Sales and Supply Company,8.6,7.8,7.4
1054,"Long-Sleeve Logo Jersey, L",Trusted Catalog Store,1.5,1.8,2.0
1055,"Long-Sleeve Logo Jersey, L",Central Discount Store,2.2,2.4,2.5
1056,"Long-Sleeve Logo Jersey, L",Certified Bicycle Supply,1.6,2.0,2.3
1057,"Long-Sleeve Logo Jersey, L",Latest Sports Equipment,2.3,2.5,2.7
1058,"Long-Sleeve Logo Jersey, L",Thorough Parts and Repair Services,2.9,2.8,2.7
1059,"Long-Sleeve Logo Jersey, L",Good Bike Shop,2.9,2.8,2.8
1060,"Long-Sleeve Logo Jersey, L",Great Bikes ,6.0,5.3,4.8
1061,ML Mountain Handlebars,Professional Cycle Store,1.3,1.6,1.7
1062,ML Mountain Handlebars,Many Bikes Store,2.1,2.1,2.2
1063,ML Mountain Handlebars,Resale Services,1.1,1.2,1.2
1064,ML Mountain Handlebars,Small Bike Shop,1.7,2.1,2.2
1065,ML Mountain Handlebars,Sturdy Toys,3.0,2.5,2.3
1066,ML Mountain Handlebars,Leather Seat Factory,2.6,3.7,4.4
1067,ML Mountain Handlebars,Original Bicycle Supply Company,1.9,2.4,2.6
1068,ML Mountain Handlebars,Rural Cycle Emporium,2.2,2.3,2.3
1069,ML Mountain Handlebars,Top Sports Supply,5.4,4.8,4.5
1070,ML Mountain Handlebars,Valley Toy Store,1.8,1.7,1.6
1071,ML Mountain Handlebars,Vigorous Exercise Company,3.9,4.8,5.2
1072,ML Mountain Handlebars,Field Trip Store,4.0,4.0,4.1
1073,ML Mountain Handlebars,Initial Bike Company,2.1,2.2,2.3
1074,ML Mountain Handlebars,Immediate Repair Shop,2.1,2.2,2.3
1075,ML Mountain Handlebars,Registered Cycle Store,4.6,4.4,4.3
1076,ML Mountain Handlebars,Spare Parts Co.,2.3,2.0,1.9
1077,ML Mountain Handlebars,Better Bike Shop,1.3,1.4,1.5
1078,ML Mountain Handlebars,Noiseless Gear Company,1.9,1.9,1.9
1079,ML Mountain Handlebars,Grand Discount Store,1.9,2.5,2.8
1080,ML Mountain Handlebars,"Fabrikam Inc., West",2.0,1.9,1.9
1081,ML Mountain Handlebars,Bicycle Lines Distributors,3.7,3.4,3.3
1082,ML Mountain Handlebars,Permanent Finish Products,2.6,3.1,3.4
